profile,primary_dim,shape_param,thickness,coating_type,z_offset,xy_offset_x,xy_offset_y,mass,mean_deflection_deg,hit_ratio,wafer_flux_m2s,wake_intrusion_ratio,wake_type
pyramid,3.9957718872020496,1.40411541527692,0.0029632861080712437,specular,-1.259180815726284,-0.04406049224824979,0.04177047888641651,880.824755994297,70.42849555747011,0.0,0.0,0.1074,PyramidWake
pyramid,3.159202714631296,0.7477409504374843,0.0027297459881554546,diffuse,-1.4013521041124375,0.030966120503087752,-0.01231846581900918,367.4009437583504,63.13151081771419,0.0,0.0,0.1089,PyramidWake
pyramid,1.648304219152965,0.8947635220534919,0.001877510029877365,diffuse,-1.1636866599396332,-0.005192515259449505,0.012196494538549908,73.92470446795531,60.17646601983681,0.0,0.0,0.1253,PyramidWake
cupola,4.95410160544801,1.0,0.0018024285927952038,diffuse,-1.3490139552293847,-0.040533382643730714,-0.03759533725414717,1774.7990766598234,61.086157397364104,0.0027,4.958661610020146e+18,0.3231,WakeCone
pyramid,1.9562751419058089,0.7806766666730969,0.0024418676222958823,diffuse,-1.1105928752097274,0.0322575448459753,-0.007205782614370548,128.03989423770923,62.97626153575976,0.0,0.0,0.1206,PyramidWake
cupola,3.156503672456404,1.0,0.0024540626165226094,specular,-1.1046812382728568,-0.016145049239130863,0.03909237423028321,980.9786255246202,101.2503059867785,0.0061,4.539396540613305e+18,0.8146,WakeCone
cupola,4.979354879742022,1.0,0.002276044534746623,diffuse,-1.04163343547599,-0.0471065197604231,-0.04472468858301848,2264.06151133352,61.61737054231581,0.0025,4.623750425035632e+18,0.3439,WakeCone
cap,5.329930154272354,2.1033793564290653,0.002912274323859536,diffuse,-1.2392805376885525,0.04725962643147505,0.028822839175493317,11.167107562492683,60.464307418373174,0.0,0.0,0.4357,WakeCone
cap,2.715178175768932,2.792456968701714,0.002528615990376398,specular,-1.4228965402839868,-0.01196294282347754,-0.02679407285411416,5.501150590375281,89.7661781414941,0.0,0.0,0.647,WakeCone
cupola,2.5736235395569405,1.0,0.0016490158770964011,specular,-1.4288305054819954,0.02656819957136984,0.007097123097753386,438.2038455825577,101.27287415594252,0.0103,5.102594145728114e+18,0.6824,WakeCone
